Bit,All_count,Top_count,All Pop %,Top Pop %,radius_mean,radius_std,Z
56,166,2,0.3238645231777743,1.5267175572519085,3.325301204819277,0.46848727940297785,2.4261764890528923
57,556,5,1.0847510535351959,3.816793893129771,2.523381294964029,0.6385348043300139,3.022580991097175
58,281,0,0.5482285000780397,0.0,2.9466192170818504,0.6089466088599983,
59,1832,5,3.5742157015764007,3.816793893129771,2.0322052401746724,0.24403348572674755,0.14974484861017182
60,42,0,0.08194162634618386,0.0,3.857142857142857,0.3499271061118826,
61,77,1,0.15022631496800373,0.7633587786259542,2.6493506493506493,0.8020466315140006,1.8142405438817901
62,273,0,0.5326205712501951,0.0,2.6153846153846154,0.817875799108261,
63,36,0,0.07023567972530045,0.0,3.9444444444444446,0.22906142364542562,
64,332,0,0.6477290463555486,0.0,3.4789156626506026,0.4995552529185704,
65,553,0,1.078898080224754,0.0,3.359855334538879,0.9173718144676564,
66,586,6,1.1432807866396129,4.580152671755725,1.1023890784982935,0.5352053851086715,3.7048523144658914
67,194,0,0.37849227407523023,0.0,3.9690721649484537,0.17312222292522336,
68,284,3,0.5540814733884813,2.2900763358778624,3.183098591549296,0.46146915282833456,2.680126208021053
69,1228,12,2.3958170750741377,9.16030534351145,2.960912052117264,0.7060255890053252,5.069451951735268
70,414,1,0.8077103168409552,0.7633587786259542,3.973429951690821,0.18848319975748215,-0.056784397258197526
71,143,0,0.27899172779772125,0.0,3.7062937062937062,0.4554590066554904,
72,2099,4,4.095130326205712,3.053435114503817,2.949499761791329,0.2783663760733232,-0.6023842116253337
73,353,0,0.6886998595286405,0.0,3.5325779036827196,0.5156896812332488,
74,226,1,0.4409239893866084,0.7633587786259542,3.3672566371681416,0.48205725761997364,0.5577077859298992
75,1131,2,2.2065709380365224,1.5267175572519085,3.052166224580018,0.269134567345429,-0.530381764133448
76,148,0,0.2887466833151241,0.0,3.554054054054054,0.7469196543478637,
77,107,0,0.2087560480724208,0.0,3.803738317757009,0.42004121596718197,
78,263,0,0.5131106602153894,0.0,3.311787072243346,0.46322337357399024,
79,165,3,0.32191353207429374,2.2900763358778624,3.206060606060606,0.40447451426578385,3.9817928588650253
80,113,0,0.2204619946933042,0.0,3.309734513274336,0.4623840877031197,
81,54,0,0.10535351958795068,0.0,3.2962962962962963,0.4566232594791835,
82,203,0,0.3960511940065553,0.0,3.960591133004926,0.1945656912131182,
83,171,0,0.33361947869517716,0.0,3.1637426900584797,0.370041918586114,
84,76,0,0.1482753238645232,0.0,3.3289473684210527,0.46983081766729284,
85,169,0,0.329717496488216,0.0,3.8816568047337277,0.3230140606853534,
86,292,1,0.5696894022163259,0.7633587786259542,2.9075342465753424,0.7505783720990025,0.29489648237579313
87,2061,7,4.020992664273451,5.343511450381679,3.081999029597283,0.2743632423310141,0.7714969059806736
88,174,4,0.3394724520056189,3.053435114503817,3.9770114942528734,0.1498667219586816,5.347208459093315
89,37,0,0.07218667082878102,0.0,3.864864864864865,0.34186785515333834,
90,59,1,0.11510847510535352,0.7633587786259542,3.8983050847457625,0.3022466864428306,2.1909188078049517
91,227,3,0.44287498049008894,2.2900763358778624,2.7841409691629955,0.9349383533800971,3.188046141004782
92,1930,10,3.7654128297174965,7.633587786259542,1.1725388601036268,0.6029051255867744,2.328741712335447
93,125,2,0.243873887935071,1.5267175572519085,3.232,0.42210899066473334,2.98063229554722
94,1492,0,2.910878726393008,0.0,3.0884718498659516,0.28397989655475303,
95,104,0,0.20290307476197908,0.0,3.2788461538461537,0.4484316852446546,
96,27,0,0.05267675979397534,0.0,3.888888888888889,0.3142696805273545,
97,1099,17,2.1441392227251446,12.977099236641221,2.737943585077343,0.9102228788956231,8.570661341762136
98,307,0,0.5989542687685344,0.0,3.768729641693811,0.42164485017027764,
99,355,1,0.6926018417356017,0.7633587786259542,3.3943661971830985,0.4944444382530168,0.09777402800105561
100,116,3,0.2263149680037459,2.2900763358778624,3.1724137931034484,0.4961205024116606,4.97716386350706
101,1710,0,3.3361947869517716,0.0,2.163157894736842,0.5447672110640825,
102,6611,0,12.898002185110036,0.0,1.0418998638632582,0.33124804396836227,
103,55,0,0.10730451069143125,0.0,3.3636363636363638,0.48104569292083466,
104,210,0,0.4097081317309193,0.0,3.795238095238095,0.4035275295691503,
105,170,1,0.3316684875916966,0.7633587786259542,3.2058823529411766,0.860212414420924,0.8604560415317659
106,1009,0,1.9685500234118933,0.0,2.3914767096134786,0.5308768479165312,
107,1071,1,2.0895114718276884,0.7633587786259542,2.0597572362278243,0.32363415051774713,-1.0625359896960818
108,147,1,0.2867956922116435,0.7633587786259542,3.877551020408163,0.32780364090222475,1.0212800722556905
109,85,0,0.1658342437958483,0.0,3.8705882352941177,0.3356551204161671,
110,95,0,0.18534415483065397,0.0,3.1473684210526316,0.35447280506279455,
111,989,1,1.929530201342282,0.7633587786259542,2.7795753286147624,0.6714963909596298,-0.9715263469779951
112,603,1,1.1764476353987825,0.7633587786259542,2.7330016583747927,0.8996159738992868,-0.43905007425315373
113,797,0,1.5549399094740128,0.0,3.151819322459222,0.7829983406646569,
114,306,1,0.5970032776650539,0.7633587786259542,2.189542483660131,0.5857974173792596,0.24747775992427662
115,599,0,1.1686436709848602,0.0,2.4590984974958263,0.6990906485374653,
116,1837,1,3.5839706570938037,0.7633587786259542,2.075122482308111,0.3246648097231257,-1.7388959381783056
117,254,0,0.4955517402840643,0.0,3.2086614173228347,0.4063518552235987,
118,37,0,0.07218667082878102,0.0,3.918918918918919,0.2729595929287048,
119,427,1,0.8330732011862025,0.7633587786259542,3.9648711943793913,0.18410533027666087,-0.08789916134124758
120,255,0,0.49750273138754486,0.0,1.4,0.996464337781633,
121,155,0,0.30240362103948804,0.0,3.606451612903226,0.488536645616582,
122,10882,11,21.230685188075544,8.396946564885496,1.012957176989524,0.192959385821929,-3.596497453556262
123,102,0,0.19900109255501794,0.0,3.5588235294117645,0.4965277357686509,
124,202,0,0.39410020290307474,0.0,3.905940594059406,0.29191134629317955,
125,178,1,0.3472764164195411,0.7633587786259542,3.6235955056179776,0.48448338567079524,0.8105581568614828
126,247,2,0.48189480255970035,1.5267175572519085,3.133603238866397,0.34022553318468807,1.729030117342917
127,637,0,1.242781332917122,0.0,2.17425431711146,0.5626492766175238,
128,37,0,0.07218667082878102,0.0,3.324324324324324,0.4681218398834804,
129,131,0,0.2555798345559544,0.0,3.198473282442748,1.0220459000481614,
130,161,0,0.31410956766037146,0.0,2.9440993788819876,0.8133089166181237,
131,894,1,1.744186046511628,0.7633587786259542,1.1711409395973154,0.6712499911402819,-0.8586261372546115
132,54,0,0.10535351958795068,0.0,3.8333333333333335,0.3726779962499649,
133,160,0,0.3121585765568909,0.0,3.05625,0.9099922733188451,
134,52,0,0.10145153738098954,0.0,3.0,0.9405399431259602,
135,37,0,0.07218667082878102,0.0,3.891891891891892,0.3105168998128664,
136,85,1,0.1658342437958483,0.7633587786259542,3.7529411764705882,0.4313012418781967,1.682930358424406
137,28,0,0.05462775089745591,0.0,3.5357142857142856,0.4987228587060336,
138,95,0,0.18534415483065397,0.0,3.4947368421052634,0.4999722984015965,
139,426,1,0.831122210082722,0.7633587786259542,3.288732394366197,0.4531732547379203,-0.08553864232920416
140,109,0,0.21265803027938193,0.0,3.697247706422018,0.4594489550660152,
141,46,1,0.08974559076010613,0.7633587786259542,3.6739130434782608,0.5130619009219975,2.578018886027135
142,185,0,0.3609333541439051,0.0,3.345945945945946,0.4756756756756757,
143,53,0,0.10340252848447011,0.0,3.339622641509434,0.5118739609905862,
144,31,0,0.060480724207897615,0.0,3.3225806451612905,0.5895376413708731,
145,180,0,0.35117839862650224,0.0,3.988888888888889,0.10482201257840673,
146,171,2,0.33361947869517716,1.5267175572519085,1.2982456140350878,0.897656056523932,2.37117282719783
147,977,7,1.906118308100515,5.343511450381679,3.399181166837257,0.4897300918666352,2.8808485395265087
148,367,1,0.7160137349773685,0.7633587786259542,3.0626702997275204,0.24236900226634428,0.0643518961378297
149,209,0,0.40775714062743873,0.0,3.229665071770335,0.5909042480866193,
150,135,0,0.2633837989698767,0.0,3.5925925925925926,0.49135182079339257,
151,73,1,0.14242235055408148,0.7633587786259542,3.73972602739726,0.6199292328210828,1.8869250820053827
152,220,0,0.429218042765725,0.0,3.3227272727272728,0.4675193901489962,
153,546,0,1.0652411425003903,0.0,3.9652014652014653,0.24336931280552937,
154,239,0,0.4662868737318558,0.0,3.2468619246861925,0.43118570804981593,
155,690,0,1.346183861401592,0.0,2.418840579710145,0.789381589236632,
156,45,0,0.08779459965662556,0.0,3.0,0.8432740427115678,
157,5391,13,10.517793038863744,9.923664122137405,1.0298645891300315,0.29532680028539315,-0.2219407977509911
158,1126,1,2.19681598251912,0.7633587786259542,2.619893428063943,0.5308547241933265,-1.1207235584052235
159,189,0,0.3687373185578274,0.0,3.9682539682539684,0.17532319074900413,
160,388,0,0.7569845481504605,0.0,3.231958762886598,0.4220828061017376,
161,139,0,0.27118776338379896,0.0,3.5179856115107913,0.4996764130700817,
162,26855,66,52.39386608397066,50.38167938931298,1.0174269223608268,0.20089579691710474,-0.46172532893852103
163,67,0,0.13071640393319806,0.0,3.611940298507463,0.48730829006908977,
164,139,0,0.27118776338379896,0.0,3.6115107913669067,0.48740675355264235,
165,129,0,0.2516778523489933,0.0,3.0,1.3976724838434158,
166,2901,6,5.659825191197128,4.580152671755725,2.3522923129955187,0.6558824206992775,-0.5354628023780602
167,32,0,0.06243171531137818,0.0,3.96875,0.17399263633843817,
168,207,0,0.4038551584204776,0.0,3.0869565217391304,0.2817713347133852,
169,69,0,0.1346183861401592,0.0,3.449275362318841,0.7715264727076038,
170,205,0,0.39995317621351645,0.0,3.273170731707317,0.5955216570549016,
171,566,1,1.1042609645700017,0.7633587786259542,3.4840989399293285,0.49974709232633746,-0.3738455728884043
172,136,0,0.26533479007335725,0.0,3.9338235294117645,0.24859031624083772,
173,175,0,0.34142344310909944,0.0,4.0,0.0,
174,130,0,0.2536288434524739,0.0,3.6307692307692307,0.48259652742640374,
175,167,0,0.3258155142812549,0.0,3.784431137724551,0.41121640032070406,
176,256,0,0.49945372249102543,0.0,3.46875,0.4990224819584785,
177,2261,5,4.411190884969565,3.816793893129771,3.0557275541795668,0.22939484275966193,-0.3317280974392725
178,234,0,0.45653191821445294,0.0,3.858974358974359,0.3831167383970239,
179,193,0,0.37654128297174966,0.0,3.2124352331606216,0.4090311783624984,
180,41,0,0.07999063524270329,0.0,3.6097560975609757,0.4878048780487805,
181,26,0,0.05072576869049477,0.0,3.8846153846153846,0.31948553318915673,
182,984,1,1.9197752458248791,0.7633587786259542,3.0213414634146343,0.14451991334745526,-0.9657961140820764
183,163,2,0.3180115498673326,1.5267175572519085,4.0,0.0,2.4602429376290162
184,1199,5,2.3392383330732014,3.816793893129771,3.93744787322769,0.3321883747820618,1.1202981973375763
185,1117,3,2.1792570625877947,2.2900763358778624,2.5273052820053716,0.5151398006692114,0.08698266200556733
186,259,0,0.5053066958014671,0.0,3.471042471042471,0.4991607571881767,
187,487,0,0.9501326673950367,0.0,3.9568788501026693,0.20312980167583128,
188,129,0,0.2516778523489933,0.0,3.7131782945736433,0.46910434946999285,
189,142,0,0.2770407366942407,0.0,3.408450704225352,0.491547277932821,
190,271,0,0.528718589043234,0.0,3.8523985239852396,0.3547044971423739,
191,236,1,0.4604339004214141,0.7633587786259542,2.75,1.3502196933606705,0.5127911609185528
192,254,0,0.4955517402840643,0.0,3.1141732283464565,0.3641891888394416,
193,145,0,0.2828937100046824,0.0,3.1241379310344826,0.32973884380363916,
194,34,0,0.06633369751833931,0.0,3.411764705882353,0.4921529567847503,
195,53,0,0.10340252848447011,0.0,3.4716981132075473,0.4991983605782247,
196,212,0,0.41361011393788044,0.0,3.1650943396226414,0.6340261367194825,
197,68,0,0.13266739503667863,0.0,3.573529411764706,0.49456387414118347,
198,205,0,0.39995317621351645,0.0,3.1414634146341465,0.3484989482827659,
199,480,0,0.9364757296706727,0.0,2.0625,0.34798527267687634,
200,40,0,0.07803964413922272,0.0,3.8,0.5099019513592784,
201,63,0,0.12291243951927579,0.0,3.761904761904762,0.4259177099999598,
202,80,0,0.15607928827844544,0.0,3.35,0.7262919523166975,
203,147,0,0.2867956922116435,0.0,2.489795918367347,0.8440858432242776,
204,1153,11,2.249492742313095,8.396946564885496,2.2758022549869903,0.6883335098197642,4.750951242020263
205,2420,1,4.721398470422975,0.7633587786259542,2.3793388429752067,0.5165712379363799,-2.1386230177330483
206,5204,9,10.152957702512877,6.870229007633588,3.0151806302843966,0.1222709235614301,-1.245586569179318
207,155,0,0.30240362103948804,0.0,3.2129032258064516,0.40935979559265306,
208,45,0,0.08779459965662556,0.0,3.577777777777778,0.49391357268650815,
209,855,0,1.6680973934758858,0.0,3.1076023391812866,0.3136291712684769,
210,265,2,0.5170126424223506,1.5267175572519085,3.147169811320755,0.35427511619724034,1.6134539920613573
211,88,0,0.17168721710629,0.0,3.5568181818181817,0.8098534455725832,
212,3972,8,7.749336663024817,6.106870229007634,2.0332326283987916,0.24866880885693757,-0.7039901714763089
213,799,1,1.5588418916809739,0.7633587786259542,2.5344180225281603,0.8743340067845178,-0.7359167358937074
214,37,0,0.07218667082878102,0.0,3.5945945945945947,0.634991358079499,
215,129,0,0.2516778523489933,0.0,3.868217054263566,0.33825463921351057,
216,4036,4,7.874200093647573,3.053435114503817,1.05599603567889,0.404798061689302,-2.0512056611193286
217,145,0,0.2828937100046824,0.0,3.8275862068965516,0.37773969483114905,
218,63,1,0.12291243951927579,0.7633587786259542,3.507936507936508,0.4999370078737658,2.0947828016268937
219,158,0,0.30825659434992975,0.0,3.8354430379746836,0.37078021559181795,
220,46,1,0.08974559076010613,0.7633587786259542,3.847826086956522,0.35918938351865876,2.578018886027135
221,362,0,0.7062587794599656,0.0,3.610497237569061,0.48763752982067177,
222,33,0,0.06438270641485874,0.0,3.484848484848485,0.5571144336621283,
223,351,0,0.6847978773216794,0.0,3.262108262108262,0.4397812195203982,
224,56,0,0.10925550179491182,0.0,2.8035714285714284,0.8746354925898899,
225,99,3,0.19314811924457626,2.2900763358778624,3.7474747474747474,0.4344608720728599,5.47324954334227
226,284,0,0.5540814733884813,0.0,3.73943661971831,0.43894202935908233,
227,263,0,0.5131106602153894,0.0,3.247148288973384,0.43135369736552936,
228,313,0,0.6106602153894178,0.0,3.329073482428115,0.46987671318203045,
229,334,1,0.6516310285625098,0.7633587786259542,3.7634730538922154,0.4653064512611926,0.1591354405329215
230,40,0,0.07803964413922272,0.0,3.95,0.21794494717703367,
231,311,2,0.6067582331824567,1.5267175572519085,3.180064308681672,0.446192894114512,1.3575926089082084
232,487,0,0.9501326673950367,0.0,3.64476386036961,0.4828562942652671,
233,75,0,0.14632433276104262,0.0,3.44,0.4963869458396343,
234,110,0,0.2146090213828625,0.0,3.418181818181818,0.5936300988114365,
235,158,0,0.30825659434992975,0.0,3.9367088607594938,0.24348587419837145,
236,387,2,0.7550335570469798,1.5267175572519085,3.250645994832041,0.4333850252451019,1.021619633161461
237,501,0,0.9774465428437646,0.0,3.035928143712575,0.18611102117269523,
238,500,1,0.975495551740284,0.7633587786259542,3.056,0.23846173697262213,-0.2473540804607936
239,375,0,0.7316216638052131,0.0,3.466666666666667,0.5497474167490214,
240,197,0,0.38434524738567194,0.0,2.3857868020304567,0.685899324595553,
241,447,0,0.872093023255814,0.0,3.21923937360179,0.7949991085034674,
242,36,0,0.07023567972530045,0.0,3.7777777777777777,0.41573970964154905,
243,99,0,0.19314811924457626,0.0,3.0,0.778498944161523,
244,529,0,1.0320742937412206,0.0,3.8374291115311907,0.3840361307230387,
245,396,0,0.772592476978305,0.0,2.5984848484848486,0.5798795828260489,
246,205,0,0.39995317621351645,0.0,2.7170731707317075,0.9463414634146342,
247,105,0,0.20485406586545965,0.0,3.361904761904762,0.5541842486086155,
248,4783,10,9.331590447947557,7.633587786259542,1.3236462471252353,0.8400137899779706,-0.6689900202167576
249,119,0,0.2321679413141876,0.0,3.176470588235294,0.5128116404165498,
250,70,0,0.13656937724363977,0.0,3.2,0.4,
251,243,1,0.47409083814577807,0.7633587786259542,3.3415637860082303,0.8903927227150138,0.48260137140446563
252,84,0,0.16388325269236773,0.0,3.7738095238095237,0.44591240000781046,
253,165,1,0.32191353207429374,0.7633587786259542,3.2181818181818183,0.4130115160582017,0.8930884817568894
254,155,0,0.30240362103948804,0.0,3.445161290322581,0.5464481852350891,
255,655,0,1.2778991727797722,0.0,2.213740458015267,0.5770103732220914,
256,34,0,0.06633369751833931,0.0,3.8529411764705883,0.3541645464350675,
257,795,7,1.5510379272670516,5.343511450381679,3.0226415094339623,0.6360179310298039,3.5171661436497996
258,90,0,0.17558919931325112,0.0,3.2111111111111112,0.40809705938237684,
259,219,1,0.42726705166224443,0.7633587786259542,3.8036529680365296,0.39723403051929757,0.5905069493478959
260,579,0,1.129623848915249,0.0,3.0846286701208983,0.3077950868386247,
261,70,0,0.13656937724363977,0.0,2.742857142857143,0.9363411204670822,
262,448,13,0.8740440143592946,9.923664122137405,3.1651785714285716,0.3713416364608038,11.141844905661737
263,404,0,0.7882004058061495,0.0,2.977722772277228,0.3254832848079055,
264,187,0,0.36483533635086624,0.0,3.855614973262032,0.3514797160460959,
265,1384,1,2.7001716872171064,0.7633587786259542,3.0065028901734103,0.23269822488467604,-1.369377067667032
266,255,0,0.49750273138754486,0.0,3.1098039215686275,0.3126451988705059,
267,55,0,0.10730451069143125,0.0,3.6363636363636362,0.4810456929208346,
268,328,0,0.6399250819416263,0.0,3.774390243902439,0.41798324613692356,
269,116,0,0.2263149680037459,0.0,3.9741379310344827,0.15872372965105144,
270,67,0,0.13071640393319806,0.0,3.1044776119402986,0.8487801318276377,
271,106,0,0.20680505696894022,0.0,3.292452830188679,0.5314093247361382,
272,309,0,0.6028562509754956,0.0,3.2394822006472492,0.4267674732455601,
273,109,0,0.21265803027938193,0.0,3.6788990825688073,0.4668994733944761,
274,671,1,1.3091150304354613,0.7633587786259542,3.834575260804769,0.37156344661096685,-0.5502479071090137
275,190,0,0.37068830966130795,0.0,3.2526315789473683,0.9399711199665611,
276,48,0,0.09364757296706727,0.0,3.7916666666666665,0.4061164310337068,
277,1255,6,2.448493834868113,4.580152671755725,2.2031872509960158,0.603566591417807,1.5806594355786046
278,533,2,1.039878258155143,1.5267175572519085,3.876172607879925,0.3918192334099162,0.5499856716144805
279,150,0,0.29264866552208524,0.0,3.0733333333333333,0.285112063737908,
280,178,3,0.3472764164195411,2.2900763358778624,3.4775280898876404,0.5106182216804271,3.784712991716674
281,60,0,0.11705946620883409,0.0,3.966666666666667,0.17950549357115012,
282,218,0,0.42531606055876386,0.0,3.963302752293578,0.18801744524696506,
283,650,1,1.2681442172623694,0.7633587786259542,3.9323076923076923,0.2512171554086178,-0.5169885823141196
284,154,0,0.30045262993600746,0.0,3.1233766233766236,0.32886901979482075,
285,35,0,0.06828468862181988,0.0,3.4,0.8684962373468951,
286,379,0,0.7394256282191353,0.0,3.179419525065963,0.3837032174624906,
287,190,0,0.37068830966130795,0.0,3.294736842105263,0.45592437532016244,
288,224,0,0.4370220071796473,0.0,3.8660714285714284,0.340575555763583,
289,2716,12,5.298891837053223,9.16030534351145,2.04160530191458,0.24142022780433572,1.9754378000818198
290,18,0,0.03511783986265023,0.0,3.9444444444444446,0.2290614236454256,
291,967,4,1.8866083970657095,3.053435114503817,2.0579110651499484,0.3291381688281189,0.9828527228551625
292,148,0,0.2887466833151241,0.0,3.891891891891892,0.3105168998128664,
293,38,0,0.0741376619322616,0.0,3.5526315789473686,0.817485503526793,
294,95,0,0.18534415483065397,0.0,3.5894736842105264,0.4919293240230703,
295,48,0,0.09364757296706727,0.0,3.7083333333333335,0.45452967144315476,
296,471,0,0.9189168097393476,0.0,3.305732484076433,0.6802873788477333,
297,1327,0,2.588965194318714,0.0,3.9404672192916355,0.23661916391005716,
298,303,0,0.5911503043546121,0.0,3.825082508250825,0.37989651594789897,
299,1025,39,1.9997658810675822,29.770992366412212,3.9814634146341463,0.13488135663918893,22.734166311536452
300,105,0,0.20485406586545965,0.0,3.8380952380952382,0.3683634210631183,
301,444,18,0.8662400499453723,13.740458015267176,3.3063063063063063,0.46095851551228945,15.921282380757294
302,139,0,0.27118776338379896,0.0,3.9568345323741005,0.20322945168094292,
303,56,0,0.10925550179491182,0.0,3.607142857142857,0.5567306167185677,
304,80,0,0.15607928827844544,0.0,3.5625,0.49607837082461076,
305,382,1,0.745278601529577,0.7633587786259542,3.1335078534031413,0.3835324224211972,0.02409100251997292
306,91,1,0.1775401904167317,0.7633587786259542,3.3626373626373627,0.48076138141159025,1.5947322600042824
307,180,0,0.35117839862650224,0.0,3.911111111111111,0.3034777840832814,
308,100,1,0.19509911034805683,0.7633587786259542,3.78,0.41424630354415953,1.475809702956362
309,79,1,0.15412829717496487,0.7633587786259542,3.8860759493670884,0.31771899741800336,1.779764270015745
310,155,0,0.30240362103948804,0.0,3.8838709677419354,0.32037958755961643,
311,39,0,0.07608865303574215,0.0,4.0,0.0,
312,63,0,0.12291243951927579,0.0,3.9206349206349205,0.2703077200940699,
313,130,0,0.2536288434524739,0.0,3.707692307692308,0.6615384615384615,
314,123,0,0.2399719057281099,0.0,3.569105691056911,0.49520137667775804,
315,848,1,1.6544404557515218,0.7633587786259542,2.061320754716981,0.3199559977756909,-0.800574349926574
316,195,3,0.3804432651787108,2.2900763358778624,3.887179487179487,0.3163732680038396,3.5548377273710683
317,263,0,0.5131106602153894,0.0,3.414448669201521,0.4926266028125249,
318,399,0,0.7784454502887467,0.0,3.030075187969925,0.22185760377273914,
319,2451,2,4.781879194630872,1.5267175572519085,1.9412484700122399,0.3340708566808258,-1.7482380233146453
320,91,0,0.1775401904167317,0.0,2.7472527472527473,0.8968002533232161,
321,125,0,0.243873887935071,0.0,3.376,0.4843800161030592,
322,51,0,0.09950054627750897,0.0,3.3529411764705883,0.47788461203740945,
323,671,2,1.3091150304354613,1.5267175572519085,3.4113263785394934,0.8009624608374538,0.21939342804665843
324,180,0,0.35117839862650224,0.0,3.261111111111111,0.43924036559204366,
325,97,0,0.18924613703761511,0.0,2.6804123711340204,0.92554126546241,
326,91,0,0.1775401904167317,0.0,3.340659340659341,0.47393095940324886,
327,145,0,0.2828937100046824,0.0,3.1517241379310343,0.4124114865579601,
328,81,0,0.15803027938192601,0.0,3.493827160493827,0.4999618946004096,
329,23,0,0.044872795380053065,0.0,3.8260869565217392,0.480233087703794,
330,135,0,0.2633837989698767,0.0,2.4,0.6577177149754997,
331,310,1,0.6048072420789761,0.7633587786259542,3.670967741935484,0.4698617149944032,0.23435076734012686
332,329,1,0.641876073045107,0.7633587786259542,3.1337386018237083,0.3403712505573111,0.17433086181956098
333,175,6,0.34142344310909944,4.580152671755725,2.5314285714285716,0.7233933640721856,8.327579206332327
334,189,0,0.3687373185578274,0.0,3.9523809523809526,0.21295885499997996,
335,227,3,0.44287498049008894,2.2900763358778624,2.748898678414097,0.741136241226893,3.188046141004782
336,136,0,0.26533479007335725,0.0,3.625,0.5679879348345764,
337,216,0,0.4214140783518027,0.0,3.9074074074074074,0.2898606637499727,
